"Année","Entité administrative","Type de production","Filière de production","Filière détaillée","Valeur","Unite"
"2013","SAINT-JACQUES (04)","Thermique","Filières EnR et autres","Toutes","121.9","MWh PCI"
"2013","SAINT-JACQUES-EN-VALGODEMARD (05)","Thermique","Filières EnR et autres","Toutes","769.2","MWh PCI"
"2013","SAINT-JEAN-CAP-FERRAT (06)","Electricité","Filières EnR et autres","Toutes","10.6","MWh PCI"
"2013","SAINT-JEAN-CAP-FERRAT (06)","Thermique","Filières EnR et autres","Toutes","1218.8","MWh PCI"
"2013","SAINT-JEANNET (04)","Thermique","Filières EnR et autres","Toutes","248.2","MWh PCI"
"2013","SAINT-JEANNET (06)","Electricité","Filières EnR et autres","Toutes","419.7","MWh PCI"
"2013","SAINT-JEANNET (06)","Thermique","Filières EnR et autres","Toutes","4583.9","MWh PCI"
"2013","SAINT-JEAN-SAINT-NICOLAS (05)","Electricité","Filières EnR et autres","Toutes","149.8","MWh PCI"
"2013","SAINT-JEAN-SAINT-NICOLAS (05)","Thermique","Filières EnR et autres","Toutes","2657.8","MWh PCI"
"2013","SAINT-JULIEN (83)","Electricité","Filières EnR et autres","Toutes","123.3","MWh PCI"
"2013","SAINT-JULIEN (83)","Thermique","Filières EnR et autres","Toutes","3690.8","MWh PCI"
"2013","SAINT-JULIEN-D'ASSE (04)","Electricité","Filières EnR et autres","Toutes","9.7","MWh PCI"
"2013","SAINT-JULIEN-D'ASSE (04)","Thermique","Filières EnR et autres","Toutes","403.4","MWh PCI"
"2013","SAINT-JULIEN-DU-VERDON (04)","Thermique","Filières EnR et autres","Toutes","312.4","MWh PCI"
"2013","SAINT-JULIEN-EN-BEAUCHÊNE (05)","Electricité","Filières EnR et autres","Toutes","45.9","MWh PCI"
"2013","SAINT-JULIEN-EN-BEAUCHÊNE (05)","Thermique","Filières EnR et autres","Toutes","925.0","MWh PCI"
"2013","SAINT-JULIEN-EN-CHAMPSAUR (05)","Electricité","Filières EnR et autres","Toutes","408.3","MWh PCI"
"2013","SAINT-JULIEN-EN-CHAMPSAUR (05)","Thermique","Filières EnR et autres","Toutes","1216.9","MWh PCI"
"2013","SAINT-JURS (04)","Thermique","Filières EnR et autres","Toutes","316.9","MWh PCI"
"2013","SAINT-LAURENT-DU-CROS (05)","Electricité","Filières EnR et autres","Toutes","65.0","MWh PCI"
"2013","SAINT-LAURENT-DU-CROS (05)","Thermique","Filières EnR et autres","Toutes","1497.6","MWh PCI"
"2013","SAINT-LAURENT-DU-VAR (06)","Electricité","Filières EnR et autres","Toutes","59007.2","MWh PCI"
"2013","SAINT-LAURENT-DU-VAR (06)","Thermique","Filières EnR et autres","Toutes","6941.5","MWh PCI"
"2013","SAINT-LAURENT-DU-VERDON (04)","Thermique","Filières EnR et autres","Toutes","97.0","MWh PCI"
"2013","SAINT-LÉGER (06)","Electricité","Filières EnR et autres","Toutes","53.1","MWh PCI"
"2013","SAINT-LÉGER (06)","Thermique","Filières EnR et autres","Toutes","328.1","MWh PCI"
"2013","SAINT-LÉGER-DU-VENTOUX (84)","Electricité","Filières EnR et autres","Toutes","3.5","MWh PCI"
"2013","SAINT-LÉGER-DU-VENTOUX (84)","Thermique","Filières EnR et autres","Toutes","67.4","MWh PCI"
"2013","SAINT-LÉGER-LES-MÉLÈZES (05)","Electricité","Filières EnR et autres","Toutes","113.7","MWh PCI"
"2013","SAINT-LÉGER-LES-MÉLÈZES (05)","Thermique","Filières EnR et autres","Toutes","1150.1","MWh PCI"
"2013","SAINT-LIONS (04)","Thermique","Filières EnR et autres","Toutes","153.5","MWh PCI"
"2013","SAINT-MAIME (04)","Electricité","Filières EnR et autres","Toutes","35.8","MWh PCI"
"2013","SAINT-MAIME (04)","Thermique","Filières EnR et autres","Toutes","1380.5","MWh PCI"
"2013","SAINT-MANDRIER-SUR-MER (83)","Electricité","Filières EnR et autres","Toutes","48.0","MWh PCI"
"2013","SAINT-MANDRIER-SUR-MER (83)","Thermique","Filières EnR et autres","Toutes","1765.6","MWh PCI"
"2013","SAINT-MARCELLIN-LÈS-VAISON (84)","Electricité","Filières EnR et autres","Toutes","12.3","MWh PCI"
"2013","SAINT-MARCELLIN-LÈS-VAISON (84)","Thermique","Filières EnR et autres","Toutes","436.5","MWh PCI"
"2013","SAINT-MARC-JAUMEGARDE (13)","Electricité","Filières EnR et autres","Toutes","24.4","MWh PCI"
"2013","SAINT-MARC-JAUMEGARDE (13)","Thermique","Filières EnR et autres","Toutes","1413.0","MWh PCI"
"2013","SAINT-MARTIN-DE-BRÔMES (04)","Electricité","Filières EnR et autres","Toutes","17.6","MWh PCI"
"2013","SAINT-MARTIN-DE-BRÔMES (04)","Thermique","Filières EnR et autres","Toutes","1048.0","MWh PCI"
"2013","SAINT-MARTIN-DE-CASTILLON (84)","Electricité","Filières EnR et autres","Toutes","25.8","MWh PCI"
"2013","SAINT-MARTIN-DE-CASTILLON (84)","Thermique","Filières EnR et autres","Toutes","1567.4","MWh PCI"
"2013","SAINT-MARTIN-DE-CRAU (13)","Electricité","Filières EnR et autres","Toutes","39081.1","MWh PCI"
"2013","SAINT-MARTIN-DE-CRAU (13)","Thermique","Filières EnR et autres","Toutes","6838.5","MWh PCI"
"2013","SAINT-MARTIN-DE-LA-BRASQUE (84)","Electricité","Filières EnR et autres","Toutes","14.1","MWh PCI"
"2013","SAINT-MARTIN-DE-LA-BRASQUE (84)","Thermique","Filières EnR et autres","Toutes","1260.5","MWh PCI"
"2013","SAINT-MARTIN-D'ENTRAUNES (06)","Electricité","Filières EnR et autres","Toutes","9198.5","MWh PCI"
"2013","SAINT-MARTIN-D'ENTRAUNES (06)","Thermique","Filières EnR et autres","Toutes","537.6","MWh PCI"
"2013","SAINT-MARTIN-DE-PALLIÈRES (83)","Electricité","Filières EnR et autres","Toutes","10.6","MWh PCI"
"2013","SAINT-MARTIN-DE-PALLIÈRES (83)","Thermique","Filières EnR et autres","Toutes","472.9","MWh PCI"
"2013","SAINT-MARTIN-DE-QUEYRIÈRES (05)","Electricité","Filières EnR et autres","Toutes","138.8","MWh PCI"
"2013","SAINT-MARTIN-DE-QUEYRIÈRES (05)","Thermique","Filières EnR et autres","Toutes","2490.7","MWh PCI"
"2013","SAINT-MARTIN-DU-VAR (06)","Electricité","Filières EnR et autres","Toutes","22112.5","MWh PCI"
"2013","SAINT-MARTIN-DU-VAR (06)","Thermique","Filières EnR et autres","Toutes","1918.3","MWh PCI"
"2013","SAINT-MARTIN-LES-EAUX (04)","Electricité","Filières EnR et autres","Toutes","100.7","MWh PCI"
"2013","SAINT-MARTIN-LES-EAUX (04)","Thermique","Filières EnR et autres","Toutes","307.7","MWh PCI"
"2013","SAINT-MARTIN-LÈS-SEYNE (04)","Thermique","Filières EnR et autres","Toutes","92.6","MWh PCI"
"2013","SAINT-MARTIN-VÉSUBIE (06)","Electricité","Filières EnR et autres","Toutes","183101.3","MWh PCI"
"2013","SAINT-MARTIN-VÉSUBIE (06)","Thermique","Filières EnR et autres","Toutes","5068.9","MWh PCI"
"2013","SAINT-MAURICE-EN-VALGODEMARD (05)","Electricité","Filières EnR et autres","Toutes","34701.3","MWh PCI"
"2013","SAINT-MAURICE-EN-VALGODEMARD (05)","Thermique","Filières EnR et autres","Toutes","780.1","MWh PCI"
"2013","SAINT-MAXIMIN-LA-SAINTE-BAUME (83)","Electricité","Filières EnR et autres","Toutes","1434.9","MWh PCI"
"2013","SAINT-MAXIMIN-LA-SAINTE-BAUME (83)","Thermique","Filières EnR et autres","Toutes","15017.2","MWh PCI"
"2013","SAINT-MICHEL-DE-CHAILLOL (05)","Electricité","Filières EnR et autres","Toutes","321.6","MWh PCI"
"2013","SAINT-MICHEL-DE-CHAILLOL (05)","Thermique","Filières EnR et autres","Toutes","3854.8","MWh PCI"
"2013","SAINT-MICHEL-L'OBSERVATOIRE (04)","Electricité","Filières EnR et autres","Toutes","105.4","MWh PCI"
"2013","SAINT-MICHEL-L'OBSERVATOIRE (04)","Thermique","Filières EnR et autres","Toutes","2713.5","MWh PCI"
"2013","SAINT-MITRE-LES-REMPARTS (13)","Electricité","Filières EnR et autres","Toutes","393.9","MWh PCI"
"2013","SAINT-MITRE-LES-REMPARTS (13)","Thermique","Filières EnR et autres","Toutes","4221.8","MWh PCI"
"2013","SAINT-PANTALÉON (84)","Electricité","Filières EnR et autres","Toutes","2.2","MWh PCI"
"2013","SAINT-PANTALÉON (84)","Thermique","Filières EnR et autres","Toutes","324.7","MWh PCI"
"2013","SAINT-PAUL-DE-VENCE (06)","Electricité","Filières EnR et autres","Toutes","15.3","MWh PCI"
"2013","SAINT-PAUL-DE-VENCE (06)","Thermique","Filières EnR et autres","Toutes","2207.7","MWh PCI"
"2013","SAINT-PAUL-EN-FORÊT (83)","Electricité","Filières EnR et autres","Toutes","100.0","MWh PCI"
"2013","SAINT-PAUL-EN-FORÊT (83)","Thermique","Filières EnR et autres","Toutes","2234.1","MWh PCI"
"2013","SAINT-PAUL-LÈS-DURANCE (13)","Electricité","Filières EnR et autres","Toutes","34.8","MWh PCI"
"2013","SAINT-PAUL-LÈS-DURANCE (13)","Thermique","Filières EnR et autres","Toutes","1142.9","MWh PCI"
"2013","SAINT-PAUL-SUR-UBAYE (04)","Electricité","Filières EnR et autres","Toutes","73849.6","MWh PCI"
"2013","SAINT-PAUL-SUR-UBAYE (04)","Thermique","Filières EnR et autres","Toutes","1111.4","MWh PCI"
"2013","SAINT-PIERRE (04)","Electricité","Filières EnR et autres","Toutes","5.6","MWh PCI"
"2013","SAINT-PIERRE (04)","Thermique","Filières EnR et autres","Toutes","375.8","MWh PCI"
"2013","SAINT-PIERRE-AVEZ (05)","Electricité","Filières EnR et autres","Toutes","7.2","MWh PCI"
"2013","SAINT-PIERRE-AVEZ (05)","Thermique","Filières EnR et autres","Toutes","247.1","MWh PCI"
"2013","SAINT-PIERRE-D'ARGENÇON (05)","Thermique","Filières EnR et autres","Toutes","537.3","MWh PCI"
"2013","SAINT-PIERRE-DE-MÉZOARGUES (13)","Electricité","Filières EnR et autres","Toutes","9.7","MWh PCI"
"2013","SAINT-PIERRE-DE-MÉZOARGUES (13)","Thermique","Filières EnR et autres","Toutes","273.2","MWh PCI"
"2013","SAINT-PIERRE-DE-VASSOLS (84)","Electricité","Filières EnR et autres","Toutes","26.8","MWh PCI"
"2013","SAINT-PIERRE-DE-VASSOLS (84)","Thermique","Filières EnR et autres","Toutes","722.6","MWh PCI"
"2013","SAINT-PONS (04)","Electricité","Filières EnR et autres","Toutes","4312.3","MWh PCI"
"2013","SAINT-PONS (04)","Thermique","Filières EnR et autres","Toutes","3370.2","MWh PCI"
"2013","SAINT-RAPHAËL (83)","Electricité","Filières EnR et autres","Toutes","913.9","MWh PCI"
"2013","SAINT-RAPHAËL (83)","Thermique","Filières EnR et autres","Toutes","11585.4","MWh PCI"
"2013","SAINT-RÉMY-DE-PROVENCE (13)","Electricité","Filières EnR et autres","Toutes","1534.5","MWh PCI"
"2013","SAINT-RÉMY-DE-PROVENCE (13)","Thermique","Filières EnR et autres","Toutes","8920.4","MWh PCI"
"2013","SAINT-ROMAIN-EN-VIENNOIS (84)","Electricité","Filières EnR et autres","Toutes","11.7","MWh PCI"
"2013","SAINT-ROMAIN-EN-VIENNOIS (84)","Thermique","Filières EnR et autres","Toutes","1048.9","MWh PCI"
"2013","SAINT-ROMAN-DE-MALEGARDE (84)","Electricité","Filières EnR et autres","Toutes","56.3","MWh PCI"
"2013","SAINT-ROMAN-DE-MALEGARDE (84)","Thermique","Filières EnR et autres","Toutes","445.4","MWh PCI"
"2013","SAINT-SATURNIN-LÈS-APT (84)","Electricité","Filières EnR et autres","Toutes","115.3","MWh PCI"
"2013","SAINT-SATURNIN-LÈS-APT (84)","Thermique","Filières EnR et autres","Toutes","6141.1","MWh PCI"
"2013","SAINT-SATURNIN-LÈS-AVIGNON (84)","Electricité","Filières EnR et autres","Toutes","333.6","MWh PCI"
"2013","SAINT-SATURNIN-LÈS-AVIGNON (84)","Thermique","Filières EnR et autres","Toutes","2416.8","MWh PCI"
"2013","SAINT-SAUVEUR (05)","Electricité","Filières EnR et autres","Toutes","26.5","MWh PCI"
"2013","SAINT-SAUVEUR (05)","Thermique","Filières EnR et autres","Toutes","2328.6","MWh PCI"
"2013","SAINT-SAUVEUR-SUR-TINÉE (06)","Electricité","Filières EnR et autres","Toutes","8585.3","MWh PCI"
"2013","SAINT-SAUVEUR-SUR-TINÉE (06)","Thermique","Filières EnR et autres","Toutes","595.4","MWh PCI"
"2013","SAINT-SAVOURNIN (13)","Electricité","Filières EnR et autres","Toutes","109.2","MWh PCI"
"2013","SAINT-SAVOURNIN (13)","Thermique","Filières EnR et autres","Toutes","3124.9","MWh PCI"
"2013","SAINT-TRINIT (84)","Electricité","Filières EnR et autres","Toutes","3.6","MWh PCI"
"2013","SAINT-TRINIT (84)","Thermique","Filières EnR et autres","Toutes","382.2","MWh PCI"
"2013","SAINT-TROPEZ (83)","Electricité","Filières EnR et autres","Toutes","3.6","MWh PCI"
"2013","SAINT-TROPEZ (83)","Thermique","Filières EnR et autres","Toutes","2749.4","MWh PCI"
"2013","SAINT-VALLIER-DE-THIEY (06)","Electricité","Filières EnR et autres","Toutes","163.9","MWh PCI"
"2013","SAINT-VALLIER-DE-THIEY (06)","Thermique","Filières EnR et autres","Toutes","4168.2","MWh PCI"
"2013","SAINT-VÉRAN (05)","Thermique","Filières EnR et autres","Toutes","625.9","MWh PCI"
"2013","SAINT-VICTORET (13)","Electricité","Filières EnR et autres","Toutes","375.0","MWh PCI"
"2013","SAINT-VICTORET (13)","Thermique","Filières EnR et autres","Toutes","3617.4","MWh PCI"
"2013","SAINT-VINCENT-SUR-JABRON (04)","Electricité","Filières EnR et autres","Toutes","329.6","MWh PCI"
"2013","SAINT-VINCENT-SUR-JABRON (04)","Thermique","Filières EnR et autres","Toutes","508.8","MWh PCI"
"2013","SAINT-ZACHARIE (83)","Electricité","Filières EnR et autres","Toutes","229.7","MWh PCI"
"2013","SAINT-ZACHARIE (83)","Thermique","Filières EnR et autres","Toutes","3746.4","MWh PCI"
"2013","SALÉON (05)","Thermique","Filières EnR et autres","Toutes","308.5","MWh PCI"
"2013","SALÉRANS (05)","Electricité","Filières EnR et autres","Toutes","7.0","MWh PCI"
"2013","SALÉRANS (05)","Thermique","Filières EnR et autres","Toutes","327.6","MWh PCI"
"2013","SALERNES (83)","Electricité","Filières EnR et autres","Toutes","110.4","MWh PCI"
"2013","SALERNES (83)","Thermique","Filières EnR et autres","Toutes","5337.1","MWh PCI"
"2013","SALIGNAC (04)","Electricité","Filières EnR et autres","Toutes","207146.1","MWh PCI"
"2013","SALIGNAC (04)","Thermique","Filières EnR et autres","Toutes","1002.5","MWh PCI"
"2013","SALLAGRIFFON (06)","Thermique","Filières EnR et autres","Toutes","226.2","MWh PCI"
"2013","SALON-DE-PROVENCE (13)","Electricité","Filières EnR et autres","Toutes","160097.3","MWh PCI"
"2013","SALON-DE-PROVENCE (13)","Thermique","Filières EnR et autres","Toutes","50200.1","MWh PCI"
"2013","SANARY-SUR-MER (83)","Electricité","Filières EnR et autres","Toutes","638.2","MWh PCI"
"2013","SANARY-SUR-MER (83)","Thermique","Filières EnR et autres","Toutes","7583.0","MWh PCI"
"2013","SANNES (84)","Electricité","Filières EnR et autres","Toutes","2.9","MWh PCI"
"2013","SANNES (84)","Thermique","Filières EnR et autres","Toutes","243.3","MWh PCI"
"2013","SAORGE (06)","Thermique","Filières EnR et autres","Toutes","728.5","MWh PCI"
"2013","SARRIANS (84)","Electricité","Filières EnR et autres","Toutes","1764.8","MWh PCI"
"2013","SARRIANS (84)","Thermique","Filières EnR et autres","Toutes","5378.1","MWh PCI"
"2013","SAULT (84)","Electricité","Filières EnR et autres","Toutes","145.0","MWh PCI"
"2013","SAULT (84)","Thermique","Filières EnR et autres","Toutes","2245.2","MWh PCI"
"2013","SAUMANE (04)","Electricité","Filières EnR et autres","Toutes","157.9","MWh PCI"
"2013","SAUMANE (04)","Thermique","Filières EnR et autres","Toutes","429.8","MWh PCI"
"2013","SAUMANE-DE-VAUCLUSE (84)","Electricité","Filières EnR et autres","Toutes","338.5","MWh PCI"
"2013","SAUMANE-DE-VAUCLUSE (84)","Thermique","Filières EnR et autres","Toutes","1058.1","MWh PCI"
"2013","SAUSSES (04)","Electricité","Filières EnR et autres","Toutes","7.0","MWh PCI"
"2013","SAUSSES (04)","Thermique","Filières EnR et autres","Toutes","358.7","MWh PCI"
"2013","SAUSSET-LES-PINS (13)","Electricité","Filières EnR et autres","Toutes","224.0","MWh PCI"
"2013","SAUSSET-LES-PINS (13)","Thermique","Filières EnR et autres","Toutes","4029.1","MWh PCI"
"2013","SAUZE (06)","Electricité","Filières EnR et autres","Toutes","8.9","MWh PCI"
"2013","SAUZE (06)","Thermique","Filières EnR et autres","Toutes","427.7","MWh PCI"
"2013","SAVINES-LE-LAC (05)","Electricité","Filières EnR et autres","Toutes","26.0","MWh PCI"
"2013","SAVINES-LE-LAC (05)","Thermique","Filières EnR et autres","Toutes","1875.4","MWh PCI"
"2013","SAVOILLAN (84)","Thermique","Filières EnR et autres","Toutes","205.6","MWh PCI"
"2013","SAVOURNON (05)","Electricité","Filières EnR et autres","Toutes","236.0","MWh PCI"
"2013","SAVOURNON (05)","Thermique","Filières EnR et autres","Toutes","826.4","MWh PCI"
"2013","SÉGURET (84)","Electricité","Filières EnR et autres","Toutes","29.8","MWh PCI"
"2013","SÉGURET (84)","Thermique","Filières EnR et autres","Toutes","1300.3","MWh PCI"
"2013","SEILLANS (83)","Electricité","Filières EnR et autres","Toutes","45.8","MWh PCI"
"2013","SEILLANS (83)","Thermique","Filières EnR et autres","Toutes","4982.8","MWh PCI"
"2013","SEILLONS-SOURCE-D'ARGENS (83)","Electricité","Filières EnR et autres","Toutes","227.6","MWh PCI"
"2013","SEILLONS-SOURCE-D'ARGENS (83)","Thermique","Filières EnR et autres","Toutes","2760.5","MWh PCI"
"2013","SELONNET (04)","Electricité","Filières EnR et autres","Toutes","527.7","MWh PCI"
"2013","SELONNET (04)","Thermique","Filières EnR et autres","Toutes","2759.7","MWh PCI"
"2013","SÉNAS (13)","Electricité","Filières EnR et autres","Toutes","1569.4","MWh PCI"
"2013","SÉNAS (13)","Thermique","Filières EnR et autres","Toutes","6032.4","MWh PCI"
"2013","SENEZ (04)","Electricité","Filières EnR et autres","Toutes","14.2","MWh PCI"
"2013","SENEZ (04)","Thermique","Filières EnR et autres","Toutes","391.4","MWh PCI"
"2013","SEPTÈMES-LES-VALLONS (13)","Electricité","Filières EnR et autres","Toutes","49188.7","MWh PCI"
"2013","SEPTÈMES-LES-VALLONS (13)","Thermique","Filières EnR et autres","Toutes","4380.3","MWh PCI"
"2013","SÉRANON (06)","Electricité","Filières EnR et autres","Toutes","20.0","MWh PCI"
"2013","SÉRANON (06)","Thermique","Filières EnR et autres","Toutes","1352.0","MWh PCI"
"2013","SÉRIGNAN-DU-COMTAT (84)","Electricité","Filières EnR et autres","Toutes","206.5","MWh PCI"
"2013","SÉRIGNAN-DU-COMTAT (84)","Thermique","Filières EnR et autres","Toutes","2781.1","MWh PCI"
"2013","SERRES (05)","Electricité","Filières EnR et autres","Toutes","43.4","MWh PCI"
"2013","SERRES (05)","Thermique","Filières EnR et autres","Toutes","1484.3","MWh PCI"
"2013","SEYNE (04)","Electricité","Filières EnR et autres","Toutes","337.1","MWh PCI"
"2013","SEYNE (04)","Thermique","Filières EnR et autres","Toutes","7336.3","MWh PCI"
"2013","SIGALE (06)","Electricité","Filières EnR et autres","Toutes","3.3","MWh PCI"
"2013","SIGALE (06)","Thermique","Filières EnR et autres","Toutes","414.2","MWh PCI"
"2013","SIGNES (83)","Electricité","Filières EnR et autres","Toutes","2537.4","MWh PCI"
"2013","SIGNES (83)","Thermique","Filières EnR et autres","Toutes","3663.5","MWh PCI"
"2013","SIGONCE (04)","Electricité","Filières EnR et autres","Toutes","9.3","MWh PCI"
"2013","SIGONCE (04)","Thermique","Filières EnR et autres","Toutes","695.5","MWh PCI"
"2013","SIGOTTIER (05)","Electricité","Filières EnR et autres","Toutes","276.1","MWh PCI"
"2013","SIGOTTIER (05)","Thermique","Filières EnR et autres","Toutes","336.6","MWh PCI"
"2013","SIGOYER (04)","Thermique","Filières EnR et autres","Toutes","297.7","MWh PCI"
"2013","SIGOYER (05)","Electricité","Filières EnR et autres","Toutes","182.7","MWh PCI"
"2013","SIGOYER (05)","Thermique","Filières EnR et autres","Toutes","1719.0","MWh PCI"
"2013","SILLANS-LA-CASCADE (83)","Electricité","Filières EnR et autres","Toutes","24.9","MWh PCI"
"2013","SILLANS-LA-CASCADE (83)","Thermique","Filières EnR et autres","Toutes","1139.0","MWh PCI"
"2013","SIMIANE-COLLONGUE (13)","Electricité","Filières EnR et autres","Toutes","237.0","MWh PCI"
"2013","SIMIANE-COLLONGUE (13)","Thermique","Filières EnR et autres","Toutes","4385.8","MWh PCI"
"2013","SIMIANE-LA-ROTONDE (04)","Electricité","Filières EnR et autres","Toutes","30.4","MWh PCI"
"2013","SIMIANE-LA-ROTONDE (04)","Thermique","Filières EnR et autres","Toutes","1531.3","MWh PCI"
"2013","SISTERON (04)","Electricité","Filières EnR et autres","Toutes","903637.8","MWh PCI"
"2013","SISTERON (04)","Thermique","Filières EnR et autres","Toutes","5865.2","MWh PCI"
"2013","SIVERGUES (84)","Thermique","Filières EnR et autres","Toutes","144.8","MWh PCI"
"2013","SIX-FOURS-LES-PLAGES (83)","Electricité","Filières EnR et autres","Toutes","1034.6","MWh PCI"
"2013","SIX-FOURS-LES-PLAGES (83)","Thermique","Filières EnR et autres","Toutes","16443.2","MWh PCI"
"2013","SOLEILHAS (04)","Electricité","Filières EnR et autres","Toutes","3.4","MWh PCI"
"2013","SOLEILHAS (04)","Thermique","Filières EnR et autres","Toutes","590.0","MWh PCI"
"2013","SOLLIÈS-PONT (83)","Electricité","Filières EnR et autres","Toutes","1273.1","MWh PCI"
"2013","SOLLIÈS-PONT (83)","Thermique","Filières EnR et autres","Toutes","6706.4","MWh PCI"
"2013","SOLLIÈS-TOUCAS (83)","Electricité","Filières EnR et autres","Toutes","244.8","MWh PCI"
"2013","SOLLIÈS-TOUCAS (83)","Thermique","Filières EnR et autres","Toutes","6208.2","MWh PCI"
"2013","SOLLIÈS-VILLE (83)","Electricité","Filières EnR et autres","Toutes","83.6","MWh PCI"
"2013","SOLLIÈS-VILLE (83)","Thermique","Filières EnR et autres","Toutes","2417.3","MWh PCI"
"2013","SORBIERS (05)","Electricité","Filières EnR et autres","Toutes","26.0","MWh PCI"
"2013","SORBIERS (05)","Thermique","Filières EnR et autres","Toutes","243.6","MWh PCI"
"2013","SORGUES (84)","Electricité","Filières EnR et autres","Toutes","3713.9","MWh PCI"
"2013","SORGUES (84)","Thermique","Filières EnR et autres","Toutes","45542.3","MWh PCI"
"2013","SOSPEL (06)","Electricité","Filières EnR et autres","Toutes","143.4","MWh PCI"
"2013","SOSPEL (06)","Thermique","Filières EnR et autres","Toutes","3696.8","MWh PCI"
"2013","SOURRIBES (04)","Electricité","Filières EnR et autres","Toutes","2.5","MWh PCI"
"2013","SOURRIBES (04)","Thermique","Filières EnR et autres","Toutes","312.8","MWh PCI"
"2013","SPÉRACÈDES (06)","Electricité","Filières EnR et autres","Toutes","41.8","MWh PCI"
"2013","SPÉRACÈDES (06)","Thermique","Filières EnR et autres","Toutes","1439.5","MWh PCI"
"2013","SUZETTE (84)","Thermique","Filières EnR et autres","Toutes","244.2","MWh PCI"
"2013","TAILLADES (84)","Electricité","Filières EnR et autres","Toutes","204.4","MWh PCI"
"2013","TAILLADES (84)","Thermique","Filières EnR et autres","Toutes","2159.7","MWh PCI"
"2013","TALLARD (05)","Electricité","Filières EnR et autres","Toutes","265.2","MWh PCI"
"2013","TALLARD (05)","Thermique","Filières EnR et autres","Toutes","3195.5","MWh PCI"
"2013","TANNERON (83)","Electricité","Filières EnR et autres","Toutes","33531.8","MWh PCI"
"2013","TANNERON (83)","Thermique","Filières EnR et autres","Toutes","2223.1","MWh PCI"
"2013","TARADEAU (83)","Electricité","Filières EnR et autres","Toutes","35.6","MWh PCI"
"2013","TARADEAU (83)","Thermique","Filières EnR et autres","Toutes","2346.1","MWh PCI"
"2013","TARASCON (13)","Electricité","Filières EnR et autres","Toutes","190588.0","MWh PCI"
"2013","TARASCON (13)","Thermique","Filières EnR et autres","Toutes","7018.5","MWh PCI"
"2013","TARTONNE (04)","Electricité","Filières EnR et autres","Toutes","3.4","MWh PCI"
"2013","TARTONNE (04)","Thermique","Filières EnR et autres","Toutes","1006.5","MWh PCI"
"2013","TAVERNES (83)","Electricité","Filières EnR et autres","Toutes","237.4","MWh PCI"
"2013","TAVERNES (83)","Thermique","Filières EnR et autres","Toutes","2701.5","MWh PCI"
"2013","TENDE (06)","Electricité","Filières EnR et autres","Toutes","161118.9","MWh PCI"
"2013","TENDE (06)","Thermique","Filières EnR et autres","Toutes","4013.8","MWh PCI"
"2013","THÉOULE-SUR-MER (06)","Thermique","Filières EnR et autres","Toutes","1011.3","MWh PCI"
"2013","THÉUS (05)","Electricité","Filières EnR et autres","Toutes","20.4","MWh PCI"
"2013","THÉUS (05)","Thermique","Filières EnR et autres","Toutes","719.1","MWh PCI"
"2013","THÈZE (04)","Thermique","Filières EnR et autres","Toutes","626.6","MWh PCI"
"2013","THIÉRY (06)","Thermique","Filières EnR et autres","Toutes","291.4","MWh PCI"
"2013","THOARD (04)","Electricité","Filières EnR et autres","Toutes","12.4","MWh PCI"
"2013","THOARD (04)","Thermique","Filières EnR et autres","Toutes","1982.7","MWh PCI"
"2013","THORAME-BASSE (04)","Electricité","Filières EnR et autres","Toutes","59.8","MWh PCI"
"2013","THORAME-BASSE (04)","Thermique","Filières EnR et autres","Toutes","1308.8","MWh PCI"
"2013","THORAME-HAUTE (04)","Thermique","Filières EnR et autres","Toutes","1443.5","MWh PCI"
"2013","TOUDON (06)","Electricité","Filières EnR et autres","Toutes","20.7","MWh PCI"
"2013","TOUDON (06)","Thermique","Filières EnR et autres","Toutes","554.3","MWh PCI"
"2013","TOUËT-DE-L'ESCARÈNE (06)","Thermique","Filières EnR et autres","Toutes","316.9","MWh PCI"
"2013","TOUËT-SUR-VAR (06)","Electricité","Filières EnR et autres","Toutes","16.1","MWh PCI"
"2013","TOUËT-SUR-VAR (06)","Thermique","Filières EnR et autres","Toutes","608.7","MWh PCI"
"2013","TOULON (83)","Electricité","Filières EnR et autres","Toutes","82548.1","MWh PCI"
"2013","TOULON (83)","Thermique","Filières EnR et autres","Toutes","48982.7","MWh PCI"
"2013","TOURETTE-DU-CHÂTEAU (06)","Electricité","Filières EnR et autres","Toutes","3.4","MWh PCI"
"2013","TOURETTE-DU-CHÂTEAU (06)","Thermique","Filières EnR et autres","Toutes","186.4","MWh PCI"
"2013","TOURNEFORT (06)","Electricité","Filières EnR et autres","Toutes","3.5","MWh PCI"
"2013","TOURNEFORT (06)","Thermique","Filières EnR et autres","Toutes","196.6","MWh PCI"
"2013","TOURRETTE-LEVENS (06)","Electricité","Filières EnR et autres","Toutes","222.8","MWh PCI"
"2013","TOURRETTE-LEVENS (06)","Thermique","Filières EnR et autres","Toutes","3673.3","MWh PCI"
"2013","TOURRETTES (83)","Electricité","Filières EnR et autres","Toutes","92.1","MWh PCI"
"2013","TOURRETTES (83)","Thermique","Filières EnR et autres","Toutes","3764.7","MWh PCI"
"2013","TOURRETTES-SUR-LOUP (06)","Electricité","Filières EnR et autres","Toutes","20306.4","MWh PCI"
"2013","TOURRETTES-SUR-LOUP (06)","Thermique","Filières EnR et autres","Toutes","5215.5","MWh PCI"
