"Année","Entité administrative","Activité","Energie","Variable","Valeur","Unite"
"2010","PUIMOISSON (04)","Tous secteurs","Toutes énergies","conso","1225.2","tep"
"2010","PUYLOUBIER (13)","Tous secteurs","Toutes énergies","conso","2545.8","tep"
"2010","PUYMÉRAS (84)","Tous secteurs","Toutes énergies","conso","1126.3","tep"
"2010","PUY-SAINT-ANDRÉ (05)","Tous secteurs","Toutes énergies","conso","713.1","tep"
"2010","PUY-SAINT-EUSÈBE (05)","Tous secteurs","Toutes énergies","conso","271.8","tep"
"2010","PUY-SAINT-PIERRE (05)","Tous secteurs","Toutes énergies","conso","558.2","tep"
"2010","PUY-SAINT-VINCENT (05)","Tous secteurs","Toutes énergies","conso","4206.8","tep"
"2010","PUY-SANIÈRES (05)","Tous secteurs","Toutes énergies","conso","402.4","tep"
"2010","PUYVERT (84)","Tous secteurs","Toutes énergies","conso","1046.7","tep"
"2010","QUINSON (04)","Tous secteurs","Toutes énergies","conso","609.0","tep"
"2010","RABOU (05)","Tous secteurs","Toutes énergies","conso","164.0","tep"
"2010","RAMATUELLE (83)","Tous secteurs","Toutes énergies","conso","5746.7","tep"
"2010","RAMBAUD (05)","Tous secteurs","Toutes énergies","conso","382.3","tep"
"2010","RASTEAU (84)","Tous secteurs","Toutes énergies","conso","1372.6","tep"
"2010","RAYOL-CANADEL-SUR-MER (83)","Tous secteurs","Toutes énergies","conso","1720.4","tep"
"2010","RÉALLON (05)","Tous secteurs","Toutes énergies","conso","931.0","tep"
"2010","REDORTIERS (04)","Tous secteurs","Toutes énergies","conso","333.5","tep"
"2010","RÉGUSSE (83)","Tous secteurs","Toutes énergies","conso","2101.6","tep"
"2010","REILLANNE (04)","Tous secteurs","Toutes énergies","conso","3249.2","tep"
"2010","REMOLLON (05)","Tous secteurs","Toutes énergies","conso","1005.9","tep"
"2010","RÉOTIER (05)","Tous secteurs","Toutes énergies","conso","329.3","tep"
"2010","REVEST-DES-BROUSSES (04)","Tous secteurs","Toutes énergies","conso","1846.8","tep"
"2010","REVEST-DU-BION (04)","Tous secteurs","Toutes énergies","conso","923.7","tep"
"2010","REVEST-LES-ROCHES (06)","Tous secteurs","Toutes énergies","conso","270.1","tep"
"2010","REVEST-SAINT-MARTIN (04)","Tous secteurs","Toutes énergies","conso","145.9","tep"
"2010","RIANS (83)","Tous secteurs","Toutes énergies","conso","6078.9","tep"
"2010","RIBEYRET (05)","Tous secteurs","Toutes énergies","conso","821.9","tep"
"2010","RIBOUX (83)","Tous secteurs","Toutes énergies","conso","52.8","tep"
"2010","RICHERENCHES (84)","Tous secteurs","Toutes énergies","conso","988.8","tep"
"2010","RIEZ (04)","Tous secteurs","Toutes énergies","conso","3295.5","tep"
"2010","RIGAUD (06)","Tous secteurs","Toutes énergies","conso","1098.2","tep"
"2010","RIMPLAS (06)","Tous secteurs","Toutes énergies","conso","378.1","tep"
"2010","RISOUL (05)","Tous secteurs","Toutes énergies","conso","6096.9","tep"
"2010","RISTOLAS (05)","Tous secteurs","Toutes énergies","conso","598.9","tep"
"2010","ROAIX (84)","Tous secteurs","Toutes énergies","conso","1225.4","tep"
"2010","ROBION (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","ROBION (84)","Tous secteurs","Toutes énergies","conso","6519.5","tep"
"2010","ROCBARON (83)","Tous secteurs","Toutes énergies","conso","5860.8","tep"
"2010","ROCHEBRUNE (05)","Tous secteurs","Toutes énergies","conso","280.0","tep"
"2010","ROGNAC (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","ROGNAC (13)","Tous secteurs","Toutes énergies","conso","36508.1","tep"
"2010","ROGNES (13)","Tous secteurs","Toutes énergies","conso","6794.8","tep"
"2010","ROGNONAS (13)","Tous secteurs","Toutes énergies","conso","8126.6","tep"
"2010","ROQUEBILLIÈRE (06)","Tous secteurs","Toutes énergies","conso","2284.2","tep"
"2010","ROQUEBRUNE-CAP-MARTIN (06)","Tous secteurs","Toutes énergies","conso","30172.3","tep"
"2010","ROQUEBRUNE-SUR-ARGENS (83)","Tous secteurs","Toutes énergies","conso","31410.9","tep"
"2010","ROQUEFORT-LA-BÉDOULE (13)","Tous secteurs","Toutes énergies","conso","15426.0","tep"
"2010","ROQUEFORT-LES-PINS (06)","Tous secteurs","Toutes énergies","conso","10664.9","tep"
"2010","ROQUESTÉRON (06)","Tous secteurs","Toutes énergies","conso","628.2","tep"
"2010","ROQUEVAIRE (13)","Tous secteurs","Toutes énergies","conso","15917.7","tep"
"2010","ROSANS (05)","Tous secteurs","Toutes énergies","conso","1233.0","tep"
"2010","ROUBION (06)","Tous secteurs","Toutes énergies","conso","435.0","tep"
"2010","ROUGIERS (83)","Tous secteurs","Toutes énergies","conso","1716.4","tep"
"2010","ROUGON (04)","Tous secteurs","Toutes énergies","conso","517.0","tep"
"2010","ROUMOULES (04)","Tous secteurs","Toutes énergies","conso","1464.6","tep"
"2010","ROURE (06)","Tous secteurs","Toutes énergies","conso","455.1","tep"
"2010","ROUSSET (05)","Tous secteurs","Toutes énergies","conso","377.4","tep"
"2010","ROUSSET (13)","Tous secteurs","Toutes énergies","conso","33819.1","tep"
"2010","ROUSSILLON (84)","Tous secteurs","Toutes énergies","conso","2915.9","tep"
"2010","RUSTREL (84)","Tous secteurs","Toutes énergies","conso","1217.7","tep"
"2010","SABLET (84)","Tous secteurs","Toutes énergies","conso","2127.5","tep"
"2010","SAIGNON (84)","Tous secteurs","Toutes énergies","conso","1895.2","tep"
"2010","SAINT-ANDIOL (13)","Tous secteurs","Toutes énergies","conso","6142.4","tep"
"2010","SAINT-ANDRÉ-DE-LA-ROCHE (06)","Tous secteurs","Toutes énergies","conso","5782.3","tep"
"2010","SAINT-ANDRÉ-D'EMBRUN (05)","Tous secteurs","Toutes énergies","conso","1096.4","tep"
"2010","SAINT-ANDRÉ-DE-ROSANS (05)","Tous secteurs","Toutes énergies","conso","476.3","tep"
"2010","SAINT-ANDRÉ-LES-ALPES (04)","Tous secteurs","Toutes énergies","conso","1629.4","tep"
"2010","SAINT-ANTONIN (06)","Tous secteurs","Toutes énergies","conso","83.4","tep"
"2010","SAINT-ANTONIN-DU-VAR (83)","Tous secteurs","Toutes énergies","conso","766.8","tep"
"2010","SAINT-ANTONIN-SUR-BAYON (13)","Tous secteurs","Toutes énergies","conso","627.5","tep"
"2010","SAINT-APOLLINAIRE (05)","Tous secteurs","Toutes énergies","conso","242.5","tep"
"2010","SAINT-AUBAN (06)","Tous secteurs","Toutes énergies","conso","423.8","tep"
"2010","SAINT-AUBAN-D'OZE (05)","Tous secteurs","Toutes énergies","conso","159.5","tep"
"2010","SAINT-BENOÎT (04)","Tous secteurs","Toutes énergies","conso","563.4","tep"
"2010","SAINT-BLAISE (06)","Tous secteurs","Toutes énergies","conso","2689.2","tep"
"2010","SAINT-BONNET-EN-CHAMPSAUR (05)","Tous secteurs","Toutes énergies","conso","2537.5","tep"
"2010","SAINT-CANNAT (13)","Tous secteurs","Toutes énergies","conso","8119.3","tep"
"2010","SAINT-CÉZAIRE-SUR-SIAGNE (06)","Tous secteurs","Toutes énergies","conso","6576.5","tep"
"2010","SAINT-CHAFFREY (05)","Tous secteurs","Toutes énergies","conso","5101.3","tep"
"2010","SAINT-CHAMAS (13)","Tous secteurs","Toutes énergies","conso","9872.9","tep"
"2010","SAINT-CHRISTOL (84)","Tous secteurs","Toutes énergies","conso","1124.8","tep"
"2010","SAINT-CLÉMENT-SUR-DURANCE (05)","Tous secteurs","Toutes énergies","conso","1472.2","tep"
"2010","SAINT-CRÉPIN (05)","Tous secteurs","Toutes énergies","conso","2159.9","tep"
"2010","SAINT-CYR-SUR-MER (83)","Tous secteurs","Toutes énergies","conso","17770.4","tep"
"2010","SAINT-DALMAS-LE-SELVAGE (06)","Tous secteurs","Toutes énergies","conso","383.4","tep"
"2010","SAINT-DIDIER (84)","Tous secteurs","Toutes énergies","conso","2714.8","tep"
"2010","SAINTE-AGNÈS (06)","Tous secteurs","Toutes énergies","conso","3561.7","tep"
"2010","SAINTE-ANASTASIE-SUR-ISSOLE (83)","Tous secteurs","Toutes énergies","conso","1534.4","tep"
"2010","SAINTE-CÉCILE-LES-VIGNES (84)","Tous secteurs","Toutes énergies","conso","4833.7","tep"
"2010","SAINTE-COLOMBE (05)","Tous secteurs","Toutes énergies","conso","179.4","tep"
"2010","SAINTE-CROIX-À-LAUZE (04)","Tous secteurs","Toutes énergies","conso","163.8","tep"
"2010","SAINTE-CROIX-DU-VERDON (04)","Tous secteurs","Toutes énergies","conso","490.3","tep"
"2010","SAINTE-MAXIME (83)","Tous secteurs","Toutes énergies","conso","33573.2","tep"
"2010","SAINTES-MARIES-DE-LA-MER (13)","Tous secteurs","Toutes énergies","conso","9145.1","tep"
"2010","SAINT-ESTÈVE-JANSON (13)","Tous secteurs","Toutes énergies","conso","788.1","tep"
"2010","SAINT-ÉTIENNE-DE-TINÉE (06)","Tous secteurs","Toutes énergies","conso","7090.2","tep"
"2010","SAINT-ÉTIENNE-DU-GRÈS (13)","Tous secteurs","Toutes énergies","conso","4753.3","tep"
"2010","SAINT-ÉTIENNE-LE-LAUS (05)","Tous secteurs","Toutes énergies","conso","712.7","tep"
"2010","SAINT-ÉTIENNE-LES-ORGUES (04)","Tous secteurs","Toutes énergies","conso","2451.0","tep"
"2010","SAINTE-TULLE (04)","Tous secteurs","Toutes énergies","conso","5783.1","tep"
"2010","SAINT-FIRMIN (05)","Tous secteurs","Toutes énergies","conso","1339.9","tep"
"2010","SAINT-GENIEZ (04)","Tous secteurs","Toutes énergies","conso","888.3","tep"
"2010","SAINT-HIPPOLYTE-LE-GRAVEYRON (84)","Tous secteurs","Toutes énergies","conso","561.9","tep"
"2010","SAINT-JACQUES (04)","Tous secteurs","Toutes énergies","conso","65.4","tep"
"2010","SAINT-JACQUES-EN-VALGODEMARD (05)","Tous secteurs","Toutes énergies","conso","265.9","tep"
"2010","SAINT-JEAN-CAP-FERRAT (06)","Tous secteurs","Toutes énergies","conso","3833.5","tep"
"2010","SAINT-JEANNET (04)","Tous secteurs","Toutes énergies","conso","202.5","tep"
"2010","SAINT-JEANNET (06)","Tous secteurs","Toutes énergies","conso","6341.1","tep"
"2010","SAINT-JEAN-SAINT-NICOLAS (05)","Tous secteurs","Toutes énergies","conso","1679.5","tep"
"2010","SAINT-JULIEN (83)","Tous secteurs","Toutes énergies","conso","2845.4","tep"
"2010","SAINT-JULIEN-D'ASSE (04)","Tous secteurs","Toutes énergies","conso","221.1","tep"
"2010","SAINT-JULIEN-DU-VERDON (04)","Tous secteurs","Toutes énergies","conso","521.5","tep"
"2010","SAINT-JULIEN-EN-BEAUCHÊNE (05)","Tous secteurs","Toutes énergies","conso","1228.2","tep"
"2010","SAINT-JULIEN-EN-CHAMPSAUR (05)","Tous secteurs","Toutes énergies","conso","652.7","tep"
"2010","SAINT-JURS (04)","Tous secteurs","Toutes énergies","conso","206.1","tep"
"2010","SAINT-LAURENT-DU-CROS (05)","Tous secteurs","Toutes énergies","conso","721.9","tep"
"2010","SAINT-LAURENT-DU-VAR (06)","Tous secteurs","Toutes énergies","conso","64717.7","tep"
"2010","SAINT-LAURENT-DU-VERDON (04)","Tous secteurs","Toutes énergies","conso","166.6","tep"
"2010","SAINT-LÉGER (06)","Tous secteurs","Toutes énergies","conso","83.1","tep"
"2010","SAINT-LÉGER-DU-VENTOUX (84)","Tous secteurs","Toutes énergies","conso","136.4","tep"
"2010","SAINT-LÉGER-LES-MÉLÈZES (05)","Tous secteurs","Toutes énergies","conso","1432.7","tep"
"2010","SAINT-LIONS (04)","Tous secteurs","Toutes énergies","conso","299.9","tep"
"2010","SAINT-MAIME (04)","Tous secteurs","Toutes énergies","conso","1221.9","tep"
"2010","SAINT-MANDRIER-SUR-MER (83)","Tous secteurs","Toutes énergies","conso","7142.1","tep"
"2010","SAINT-MARCELLIN-LÈS-VAISON (84)","Tous secteurs","Toutes énergies","conso","286.3","tep"
"2010","SAINT-MARC-JAUMEGARDE (13)","Tous secteurs","Toutes énergies","conso","1766.8","tep"
"2010","SAINT-MARTIN-DE-BRÔMES (04)","Tous secteurs","Toutes énergies","conso","1078.0","tep"
"2010","SAINT-MARTIN-DE-CASTILLON (84)","Tous secteurs","Toutes énergies","conso","2393.4","tep"
"2010","SAINT-MARTIN-DE-CRAU (13)","Tous secteurs","Toutes énergies","conso","45686.8","tep"
"2010","SAINT-MARTIN-DE-LA-BRASQUE (84)","Tous secteurs","Toutes énergies","conso","905.5","tep"
"2010","SAINT-MARTIN-D'ENTRAUNES (06)","Tous secteurs","Toutes énergies","conso","329.8","tep"
"2010","SAINT-MARTIN-DE-PALLIÈRES (83)","Tous secteurs","Toutes énergies","conso","323.3","tep"
"2010","SAINT-MARTIN-DE-QUEYRIÈRES (05)","Tous secteurs","Toutes énergies","conso","3843.5","tep"
"2010","SAINT-MARTIN-DU-VAR (06)","Tous secteurs","Toutes énergies","conso","3266.3","tep"
"2010","SAINT-MARTIN-LES-EAUX (04)","Tous secteurs","Toutes énergies","conso","1094.0","tep"
"2010","SAINT-MARTIN-LÈS-SEYNE (04)","Tous secteurs","Toutes énergies","conso","195.3","tep"
"2010","SAINT-MARTIN-VÉSUBIE (06)","Tous secteurs","Toutes énergies","conso","3321.7","tep"
"2010","SAINT-MAURICE-EN-VALGODEMARD (05)","Tous secteurs","Toutes énergies","conso","460.8","tep"
"2010","SAINT-MAXIMIN-LA-SAINTE-BAUME (83)","Tous secteurs","Toutes énergies","conso","31409.2","tep"
"2010","SAINT-MICHEL-DE-CHAILLOL (05)","Tous secteurs","Toutes énergies","conso","1071.5","tep"
"2010","SAINT-MICHEL-L'OBSERVATOIRE (04)","Tous secteurs","Toutes énergies","conso","4631.3","tep"
"2010","SAINT-MITRE-LES-REMPARTS (13)","Tous secteurs","Toutes énergies","conso","8863.3","tep"
"2010","SAINT-PANTALÉON (84)","Tous secteurs","Toutes énergies","conso","154.2","tep"
"2010","SAINT-PAUL-DE-VENCE (06)","Tous secteurs","Toutes énergies","conso","7119.4","tep"
"2010","SAINT-PAUL-EN-FORÊT (83)","Tous secteurs","Toutes énergies","conso","1638.1","tep"
"2010","SAINT-PAUL-LÈS-DURANCE (13)","Tous secteurs","Toutes énergies","conso","17118.8","tep"
"2010","SAINT-PAUL-SUR-UBAYE (04)","Tous secteurs","Toutes énergies","conso","1117.9","tep"
"2010","SAINT-PIERRE (04)","Tous secteurs","Toutes énergies","conso","107.0","tep"
"2010","SAINT-PIERRE-AVEZ (05)","Tous secteurs","Toutes énergies","conso","61.5","tep"
"2010","SAINT-PIERRE-D'ARGENÇON (05)","Tous secteurs","Toutes énergies","conso","491.2","tep"
"2010","SAINT-PIERRE-DE-MÉZOARGUES (13)","Tous secteurs","Toutes énergies","conso","971.0","tep"
"2010","SAINT-PIERRE-DE-VASSOLS (84)","Tous secteurs","Toutes énergies","conso","646.1","tep"
"2010","SAINT-PONS (04)","Tous secteurs","Toutes énergies","conso","1083.6","tep"
"2010","SAINT-RAPHAËL (83)","Tous secteurs","Toutes énergies","conso","53071.8","tep"
"2010","SAINT-RÉMY-DE-PROVENCE (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SAINT-RÉMY-DE-PROVENCE (13)","Tous secteurs","Toutes énergies","conso","20292.8","tep"
"2010","SAINT-ROMAIN-EN-VIENNOIS (84)","Tous secteurs","Toutes énergies","conso","1378.2","tep"
"2010","SAINT-ROMAN-DE-MALEGARDE (84)","Tous secteurs","Toutes énergies","conso","980.8","tep"
"2010","SAINT-SATURNIN-LÈS-APT (84)","Tous secteurs","Toutes énergies","conso","5233.8","tep"
"2010","SAINT-SATURNIN-LÈS-AVIGNON (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SAINT-SATURNIN-LÈS-AVIGNON (84)","Tous secteurs","Toutes énergies","conso","6013.1","tep"
"2010","SAINT-SAUVEUR (05)","Tous secteurs","Toutes énergies","conso","1155.0","tep"
"2010","SAINT-SAUVEUR-SUR-TINÉE (06)","Tous secteurs","Toutes énergies","conso","703.3","tep"
"2010","SAINT-SAVOURNIN (13)","Tous secteurs","Toutes énergies","conso","3312.1","tep"
"2010","SAINT-TRINIT (84)","Tous secteurs","Toutes énergies","conso","393.4","tep"
"2010","SAINT-TROPEZ (83)","Tous secteurs","Toutes énergies","conso","12104.4","tep"
"2010","SAINT-VALLIER-DE-THIEY (06)","Tous secteurs","Toutes énergies","conso","3948.3","tep"
"2010","SAINT-VÉRAN (05)","Tous secteurs","Toutes énergies","conso","1315.9","tep"
"2010","SAINT-VICTORET (13)","Tous secteurs","Toutes énergies","conso","8324.7","tep"
"2010","SAINT-VINCENT-SUR-JABRON (04)","Tous secteurs","Toutes énergies","conso","389.2","tep"
"2010","SAINT-ZACHARIE (83)","Tous secteurs","Toutes énergies","conso","5074.6","tep"
"2010","SALÉON (05)","Tous secteurs","Toutes énergies","conso","133.2","tep"
"2010","SALÉRANS (05)","Tous secteurs","Toutes énergies","conso","156.1","tep"
"2010","SALERNES (83)","Tous secteurs","Toutes énergies","conso","6129.3","tep"
"2010","SALIGNAC (04)","Tous secteurs","Toutes énergies","conso","1375.0","tep"
"2010","SALLAGRIFFON (06)","Tous secteurs","Toutes énergies","conso","64.1","tep"
"2010","SALON-DE-PROVENCE (13)","Tous secteurs","Toutes énergies","conso","89670.0","tep"
"2010","SANARY-SUR-MER (83)","Tous secteurs","Toutes énergies","conso","31949.4","tep"
"2010","SANNES (84)","Tous secteurs","Toutes énergies","conso","294.3","tep"
"2010","SAORGE (06)","Tous secteurs","Toutes énergies","conso","702.4","tep"
"2010","SARRIANS (84)","Tous secteurs","Toutes énergies","conso","9991.9","tep"
"2010","SAULT (84)","Tous secteurs","Toutes énergies","conso","3436.7","tep"
"2010","SAUMANE (04)","Tous secteurs","Toutes énergies","conso","151.2","tep"
"2010","SAUMANE-DE-VAUCLUSE (84)","Tous secteurs","Toutes énergies","conso","1543.9","tep"
"2010","SAUSSES (04)","Tous secteurs","Toutes énergies","conso","562.4","tep"
"2010","SAUSSET-LES-PINS (13)","Tous secteurs","Toutes énergies","conso","7772.5","tep"
"2010","SAUZE (06)","Tous secteurs","Toutes énergies","conso","86.9","tep"
"2010","SAVINES-LE-LAC (05)","Tous secteurs","Toutes énergies","conso","4271.8","tep"
"2010","SAVOILLAN (84)","Tous secteurs","Toutes énergies","conso","102.4","tep"
"2010","SAVOURNON (05)","Tous secteurs","Toutes énergies","conso","541.6","tep"
"2010","SÉGURET (84)","Tous secteurs","Toutes énergies","conso","1909.0","tep"
"2010","SEILLANS (83)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SEILLANS (83)","Tous secteurs","Toutes énergies","conso","3344.0","tep"
"2010","SEILLONS-SOURCE-D'ARGENS (83)","Tous secteurs","Toutes énergies","conso","2029.7","tep"
"2010","SELONNET (04)","Tous secteurs","Toutes énergies","conso","1456.1","tep"
"2010","SÉNAS (13)","Tous secteurs","Toutes énergies","conso","19840.4","tep"
"2010","SENEZ (04)","Tous secteurs","Toutes énergies","conso","840.4","tep"
"2010","SEPTÈMES-LES-VALLONS (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SEPTÈMES-LES-VALLONS (13)","Tous secteurs","Toutes énergies","conso","31095.1","tep"
"2010","SÉRANON (06)","Tous secteurs","Toutes énergies","conso","1137.3","tep"
"2010","SÉRIGNAN-DU-COMTAT (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SÉRIGNAN-DU-COMTAT (84)","Tous secteurs","Toutes énergies","conso","4220.7","tep"
"2010","SERRES (05)","Tous secteurs","Toutes énergies","conso","2718.6","tep"
"2010","SEYNE (04)","Tous secteurs","Toutes énergies","conso","3553.5","tep"
"2010","SIGALE (06)","Tous secteurs","Toutes énergies","conso","189.0","tep"
"2010","SIGNES (83)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SIGNES (83)","Tous secteurs","Toutes énergies","conso","11692.4","tep"
"2010","SIGONCE (04)","Tous secteurs","Toutes énergies","conso","514.7","tep"
"2010","SIGOTTIER (05)","Tous secteurs","Toutes énergies","conso","424.1","tep"
"2010","SIGOYER (04)","Tous secteurs","Toutes énergies","conso","210.6","tep"
"2010","SIGOYER (05)","Tous secteurs","Toutes énergies","conso","1059.2","tep"
"2010","SILLANS-LA-CASCADE (83)","Tous secteurs","Toutes énergies","conso","1003.3","tep"
"2010","SIMIANE-COLLONGUE (13)","Tous secteurs","Toutes énergies","conso","6040.6","tep"
"2010","SIMIANE-LA-ROTONDE (04)","Tous secteurs","Toutes énergies","conso","2867.8","tep"
"2010","SISTERON (04)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SISTERON (04)","Tous secteurs","Toutes énergies","conso","24296.7","tep"
"2010","SIVERGUES (84)","Tous secteurs","Toutes énergies","conso","198.6","tep"
"2010","SIX-FOURS-LES-PLAGES (83)","Tous secteurs","Toutes énergies","conso","46748.2","tep"
"2010","SOLEILHAS (04)","Tous secteurs","Toutes énergies","conso","235.7","tep"
"2010","SOLLIÈS-PONT (83)","Tous secteurs","Toutes énergies","conso","22139.2","tep"
"2010","SOLLIÈS-TOUCAS (83)","Tous secteurs","Toutes énergies","conso","9730.3","tep"
"2010","SOLLIÈS-VILLE (83)","Tous secteurs","Toutes énergies","conso","2241.8","tep"
"2010","SORBIERS (05)","Tous secteurs","Toutes énergies","conso","303.6","tep"
"2010","SORGUES (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","SORGUES (84)","Tous secteurs","Toutes énergies","conso","46946.5","tep"
"2010","SOSPEL (06)","Tous secteurs","Toutes énergies","conso","4445.8","tep"
"2010","SOURRIBES (04)","Tous secteurs","Toutes énergies","conso","196.1","tep"
"2010","SPÉRACÈDES (06)","Tous secteurs","Toutes énergies","conso","1577.6","tep"
"2010","SUZETTE (84)","Tous secteurs","Toutes énergies","conso","233.1","tep"
"2010","TAILLADES (84)","Tous secteurs","Toutes énergies","conso","2184.0","tep"
"2010","TALLARD (05)","Tous secteurs","Toutes énergies","conso","6039.6","tep"
"2010","TANNERON (83)","Tous secteurs","Toutes énergies","conso","4698.7","tep"
"2010","TARADEAU (83)","Tous secteurs","Toutes énergies","conso","3070.0","tep"
"2010","TARASCON (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","TARASCON (13)","Tous secteurs","Toutes énergies","conso","36029.9","tep"
"2010","TARTONNE (04)","Tous secteurs","Toutes énergies","conso","244.8","tep"
"2010","TAVERNES (83)","Tous secteurs","Toutes énergies","conso","1665.5","tep"
"2010","TENDE (06)","Tous secteurs","Toutes énergies","conso","4643.2","tep"
"2010","THÉOULE-SUR-MER (06)","Tous secteurs","Toutes énergies","conso","6679.9","tep"
"2010","THÉUS (05)","Tous secteurs","Toutes énergies","conso","652.4","tep"
"2010","THÈZE (04)","Tous secteurs","Toutes énergies","conso","297.9","tep"
"2010","THIÉRY (06)","Tous secteurs","Toutes énergies","conso","65.5","tep"
"2010","THOARD (04)","Tous secteurs","Toutes énergies","conso","1773.9","tep"
"2010","THORAME-BASSE (04)","Tous secteurs","Toutes énergies","conso","739.1","tep"
"2010","THORAME-HAUTE (04)","Tous secteurs","Toutes énergies","conso","1163.4","tep"
"2010","TOUDON (06)","Tous secteurs","Toutes énergies","conso","351.4","tep"
"2010","TOUËT-DE-L'ESCARÈNE (06)","Tous secteurs","Toutes énergies","conso","242.4","tep"
"2010","TOUËT-SUR-VAR (06)","Tous secteurs","Toutes énergies","conso","1750.0","tep"
"2010","TOULON (83)","Tous secteurs","Toutes énergies","conso","211982.0","tep"
"2010","TOURETTE-DU-CHÂTEAU (06)","Tous secteurs","Toutes énergies","conso","138.7","tep"
"2010","TOURNEFORT (06)","Tous secteurs","Toutes énergies","conso","466.4","tep"
"2010","TOURRETTE-LEVENS (06)","Tous secteurs","Toutes énergies","conso","6497.2","tep"
"2010","TOURRETTES (83)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","TOURRETTES (83)","Tous secteurs","Toutes énergies","conso","8228.6","tep"
"2010","TOURRETTES-SUR-LOUP (06)","Tous secteurs","Toutes énergies","conso","7960.9","tep"
"2010","TOURTOUR (83)","Tous secteurs","Toutes énergies","conso","1209.1","tep"
"2010","TOURVES (83)","Tous secteurs","Toutes énergies","conso","21588.0","tep"
"2010","TRANS-EN-PROVENCE (83)","Tous secteurs","Toutes énergies","conso","9119.4","tep"
"2010","TRAVAILLAN (84)","Tous secteurs","Toutes énergies","conso","1500.2","tep"
"2010","TRESCLÉOUX (05)","Tous secteurs","Toutes énergies","conso","602.7","tep"
"2010","TRETS (13)","Tous secteurs","Toutes énergies","conso","21115.2","tep"
"2010","TRIGANCE (83)","Tous secteurs","Toutes énergies","conso","419.0","tep"
"2010","TURRIERS (04)","Tous secteurs","Toutes énergies","conso","1100.2","tep"
"2010","Ubaye-Serre-Ponçon (04)","Tous secteurs","Toutes énergies","conso","2414.1","tep"
"2010","UBRAYE (04)","Tous secteurs","Toutes énergies","conso","160.6","tep"
"2010","UCHAUX (84)","Tous secteurs","Toutes énergies","conso","2972.0","tep"
"2010","UPAIX (05)","Tous secteurs","Toutes énergies","conso","5257.9","tep"
"2010","UTELLE (06)","Tous secteurs","Toutes énergies","conso","1476.6","tep"
"2010","UVERNET-FOURS (04)","Tous secteurs","Toutes énergies","conso","5613.4","tep"
"2010","VACHÈRES (04)","Tous secteurs","Toutes énergies","conso","592.5","tep"
"2010","VACQUEYRAS (84)","Tous secteurs","Toutes énergies","conso","2056.8","tep"
"2010","VAISON-LA-ROMAINE (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","VAISON-LA-ROMAINE (84)","Tous secteurs","Toutes énergies","conso","9346.9","tep"
"2010","VALAVOIRE (04)","Tous secteurs","Toutes énergies","conso","177.0","tep"
"2010","VALBELLE (04)","Tous secteurs","Toutes énergies","conso","1636.3","tep"
"2010","VALBONNE (06)","Tous secteurs","Toutes énergies","conso","40817.2","tep"
"2010","VAL BUËCH - MEOUGE (05)","Tous secteurs","Toutes énergies","conso","2166.9","tep"
"2010","VALDEBLORE (06)","Tous secteurs","Toutes énergies","conso","2822.8","tep"
"2010","VAL-DE-CHALVAGNE (04)","Tous secteurs","Toutes énergies","conso","231.6","tep"
"2010","VALDEROURE (06)","Tous secteurs","Toutes énergies","conso","755.5","tep"
"2010","VAL-DES-PRÉS (05)","Tous secteurs","Toutes énergies","conso","1105.0","tep"
"2010","VAL D'ORONAYE (04)","Tous secteurs","Toutes énergies","conso","638.6","tep"
"2010","VALDOULE (05)","Tous secteurs","Toutes énergies","conso","437.7","tep"
"2010","VALENSOLE (04)","Tous secteurs","Toutes énergies","conso","7097.5","tep"
"2010","VALERNES (04)","Tous secteurs","Toutes énergies","conso","816.3","tep"
"2010","VALLAURIS (06)","Tous secteurs","Toutes énergies","conso","42763.0","tep"
"2010","VALLOUISE-PELVOUX (05)","Tous secteurs","Toutes énergies","conso","3075.3","tep"
"2010","VALRÉAS  (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2010","VALRÉAS  (84)","Tous secteurs","Toutes énergies","conso","14739.3","tep"
"2010","VALSERRES (05)","Tous secteurs","Toutes énergies","conso","1176.7","tep"
"2010","VARAGES (83)","Tous secteurs","Toutes énergies","conso","1604.7","tep"
"2010","VARS (05)","Tous secteurs","Toutes énergies","conso","7767.3","tep"
"2010","VAUGINES (84)","Tous secteurs","Toutes énergies","conso","838.5","tep"
"2010","VAUMEILH (04)","Tous secteurs","Toutes énergies","conso","477.2","tep"
"2010","VAUVENARGUES (13)","Tous secteurs","Toutes énergies","conso","1515.1","tep"
