"Année","Entité administrative","Activité","Energie","Variable","Valeur","Unite"
"2013","SOLLIÈS-VILLE (83)","Tous secteurs","Toutes énergies","conso","2165.4","tep"
"2013","SORBIERS (05)","Tous secteurs","Toutes énergies","conso","300.6","tep"
"2013","SORGUES (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2013","SORGUES (84)","Tous secteurs","Toutes énergies","conso","47703.5","tep"
"2013","SOSPEL (06)","Tous secteurs","Toutes énergies","conso","4345.6","tep"
"2013","SOURRIBES (04)","Tous secteurs","Toutes énergies","conso","175.1","tep"
"2013","SPÉRACÈDES (06)","Tous secteurs","Toutes énergies","conso","1480.6","tep"
"2013","SUZETTE (84)","Tous secteurs","Toutes énergies","conso","194.3","tep"
"2013","TAILLADES (84)","Tous secteurs","Toutes énergies","conso","2129.8","tep"
"2013","TALLARD (05)","Tous secteurs","Toutes énergies","conso","5979.6","tep"
"2013","TANNERON (83)","Tous secteurs","Toutes énergies","conso","4480.3","tep"
"2013","TARADEAU (83)","Tous secteurs","Toutes énergies","conso","3226.4","tep"
"2013","TARASCON (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2013","TARASCON (13)","Tous secteurs","Toutes énergies","conso","33490.9","tep"
"2013","TARTONNE (04)","Tous secteurs","Toutes énergies","conso","225.9","tep"
"2013","TAVERNES (83)","Tous secteurs","Toutes énergies","conso","1547.4","tep"
"2013","TENDE (06)","Tous secteurs","Toutes énergies","conso","5107.0","tep"
"2013","THÉOULE-SUR-MER (06)","Tous secteurs","Toutes énergies","conso","6338.6","tep"
"2013","THÉUS (05)","Tous secteurs","Toutes énergies","conso","695.9","tep"
"2013","THÈZE (04)","Tous secteurs","Toutes énergies","conso","298.0","tep"
"2013","THIÉRY (06)","Tous secteurs","Toutes énergies","conso","66.8","tep"
"2013","THOARD (04)","Tous secteurs","Toutes énergies","conso","1733.0","tep"
"2013","THORAME-BASSE (04)","Tous secteurs","Toutes énergies","conso","792.5","tep"
"2013","THORAME-HAUTE (04)","Tous secteurs","Toutes énergies","conso","1143.6","tep"
"2013","TOUDON (06)","Tous secteurs","Toutes énergies","conso","368.6","tep"
"2013","TOUËT-DE-L'ESCARÈNE (06)","Tous secteurs","Toutes énergies","conso","230.6","tep"
"2013","TOUËT-SUR-VAR (06)","Tous secteurs","Toutes énergies","conso","2057.1","tep"
"2013","TOULON (83)","Tous secteurs","Toutes énergies","conso","201942.6","tep"
"2013","TOURETTE-DU-CHÂTEAU (06)","Tous secteurs","Toutes énergies","conso","126.7","tep"
"2013","TOURNEFORT (06)","Tous secteurs","Toutes énergies","conso","422.0","tep"
"2013","TOURRETTE-LEVENS (06)","Tous secteurs","Toutes énergies","conso","6264.0","tep"
"2013","TOURRETTES (83)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2013","TOURRETTES (83)","Tous secteurs","Toutes énergies","conso","8095.0","tep"
"2013","TOURRETTES-SUR-LOUP (06)","Tous secteurs","Toutes énergies","conso","7688.5","tep"
"2013","TOURTOUR (83)","Tous secteurs","Toutes énergies","conso","1313.1","tep"
"2013","TOURVES (83)","Tous secteurs","Toutes énergies","conso","21255.9","tep"
"2013","TRANS-EN-PROVENCE (83)","Tous secteurs","Toutes énergies","conso","9151.1","tep"
"2013","TRAVAILLAN (84)","Tous secteurs","Toutes énergies","conso","1414.3","tep"
"2013","TRESCLÉOUX (05)","Tous secteurs","Toutes énergies","conso","565.1","tep"
"2013","TRETS (13)","Tous secteurs","Toutes énergies","conso","20240.6","tep"
"2013","TRIGANCE (83)","Tous secteurs","Toutes énergies","conso","385.5","tep"
"2013","TURRIERS (04)","Tous secteurs","Toutes énergies","conso","997.0","tep"
"2013","Ubaye-Serre-Ponçon (04)","Tous secteurs","Toutes énergies","conso","2429.2","tep"
"2013","UBRAYE (04)","Tous secteurs","Toutes énergies","conso","152.7","tep"
"2013","UCHAUX (84)","Tous secteurs","Toutes énergies","conso","2891.5","tep"
"2013","UPAIX (05)","Tous secteurs","Toutes énergies","conso","5225.3","tep"
"2013","UTELLE (06)","Tous secteurs","Toutes énergies","conso","1418.3","tep"
"2013","UVERNET-FOURS (04)","Tous secteurs","Toutes énergies","conso","5458.6","tep"
"2013","VACHÈRES (04)","Tous secteurs","Toutes énergies","conso","601.5","tep"
"2013","VACQUEYRAS (84)","Tous secteurs","Toutes énergies","conso","1848.7","tep"
"2013","VAISON-LA-ROMAINE (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2013","VAISON-LA-ROMAINE (84)","Tous secteurs","Toutes énergies","conso","8540.6","tep"
"2013","VALAVOIRE (04)","Tous secteurs","Toutes énergies","conso","190.6","tep"
"2013","VALBELLE (04)","Tous secteurs","Toutes énergies","conso","1689.7","tep"
"2013","VALBONNE (06)","Tous secteurs","Toutes énergies","conso","38549.9","tep"
"2013","VAL BUËCH - MEOUGE (05)","Tous secteurs","Toutes énergies","conso","2072.6","tep"
"2013","VALDEBLORE (06)","Tous secteurs","Toutes énergies","conso","2732.7","tep"
"2013","VAL-DE-CHALVAGNE (04)","Tous secteurs","Toutes énergies","conso","230.2","tep"
"2013","VALDEROURE (06)","Tous secteurs","Toutes énergies","conso","753.3","tep"
"2013","VAL-DES-PRÉS (05)","Tous secteurs","Toutes énergies","conso","994.7","tep"
"2013","VAL D'ORONAYE (04)","Tous secteurs","Toutes énergies","conso","669.8","tep"
"2013","VALDOULE (05)","Tous secteurs","Toutes énergies","conso","373.5","tep"
"2013","VALENSOLE (04)","Tous secteurs","Toutes énergies","conso","6797.2","tep"
"2013","VALERNES (04)","Tous secteurs","Toutes énergies","conso","824.9","tep"
"2013","VALLAURIS (06)","Tous secteurs","Toutes énergies","conso","41216.8","tep"
"2013","VALLOUISE-PELVOUX (05)","Tous secteurs","Toutes énergies","conso","2878.0","tep"
"2013","VALRÉAS  (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2013","VALRÉAS  (84)","Tous secteurs","Toutes énergies","conso","13180.4","tep"
"2013","VALSERRES (05)","Tous secteurs","Toutes énergies","conso","1139.4","tep"
"2013","VARAGES (83)","Tous secteurs","Toutes énergies","conso","1585.5","tep"
"2013","VARS (05)","Tous secteurs","Toutes énergies","conso","6755.5","tep"
"2013","VAUGINES (84)","Tous secteurs","Toutes énergies","conso","824.2","tep"
"2013","VAUMEILH (04)","Tous secteurs","Toutes énergies","conso","435.4","tep"
"2013","VAUVENARGUES (13)","Tous secteurs","Toutes énergies","conso","1514.0","tep"
"2013","VEDÈNE (84)","Tous secteurs","Toutes énergies","conso","52714.1","tep"
"2013","VELAUX (13)","Tous secteurs","Toutes énergies","conso","15773.6","tep"
"2013","VELLERON (84)","Tous secteurs","Toutes énergies","conso","5529.0","tep"
"2013","VENANSON (06)","Tous secteurs","Toutes énergies","conso","364.9","tep"
"2013","VENASQUE (84)","Tous secteurs","Toutes énergies","conso","3021.4","tep"
"2013","VENCE (06)","Tous secteurs","Toutes énergies","conso","24824.4","tep"
"2013","VENELLES (13)","Tous secteurs","Toutes énergies","conso","14050.2","tep"
"2013","VENTABREN (13)","Tous secteurs","Toutes énergies","conso","19641.0","tep"
"2013","VENTAVON (05)","Tous secteurs","Toutes énergies","conso","1522.9","tep"
"2013","VENTEROL (04)","Tous secteurs","Toutes énergies","conso","580.9","tep"
"2013","VERDACHES (04)","Tous secteurs","Toutes énergies","conso","144.3","tep"
"2013","VERGONS (04)","Tous secteurs","Toutes énergies","conso","712.0","tep"
"2013","VÉRIGNON (83)","Tous secteurs","Toutes énergies","conso","241.5","tep"
"2013","VERNÈGUES (13)","Tous secteurs","Toutes énergies","conso","1937.2","tep"
"2013","VERQUIÈRES (13)","Tous secteurs","Toutes énergies","conso","1508.5","tep"
"2013","VEYNES (05)","Tous secteurs","Toutes énergies","conso","5308.8","tep"
"2013","VIDAUBAN (83)","Tous secteurs","Toutes énergies","conso","21992.9","tep"
"2013","VIENS (84)","Tous secteurs","Toutes énergies","conso","1457.1","tep"
"2013","VILLAR-D'ARÊNE (05)","Tous secteurs","Toutes énergies","conso","1102.3","tep"
"2013","VILLAR-LOUBIÈRE (05)","Tous secteurs","Toutes énergies","conso","184.4","tep"
"2013","VILLARS (84)","Tous secteurs","Toutes énergies","conso","934.0","tep"
"2013","VILLAR-SAINT-PANCRACE (05)","Tous secteurs","Toutes énergies","conso","1953.7","tep"
"2013","VILLARS-COLMARS (04)","Tous secteurs","Toutes énergies","conso","495.0","tep"
"2013","VILLARS-SUR-VAR (06)","Tous secteurs","Toutes énergies","conso","1022.3","tep"
"2013","VILLECROZE (83)","Tous secteurs","Toutes énergies","conso","2587.7","tep"
"2013","VILLEDIEU (84)","Tous secteurs","Toutes énergies","conso","594.9","tep"
"2013","VILLEFRANCHE-SUR-MER (06)","Tous secteurs","Toutes énergies","conso","11674.3","tep"
"2013","VILLELAURE (84)","Tous secteurs","Toutes énergies","conso","3532.1","tep"
"2013","VILLEMUS (04)","Tous secteurs","Toutes énergies","conso","940.1","tep"
"2013","VILLENEUVE (04)","Tous secteurs","Toutes énergies","conso","8232.0","tep"
"2013","VILLENEUVE-D'ENTRAUNES (06)","Tous secteurs","Toutes énergies","conso","203.9","tep"
"2013","VILLENEUVE-LOUBET (06)","Tous secteurs","Toutes énergies","conso","42674.4","tep"
"2013","VILLES-SUR-AUZON (84)","Tous secteurs","Toutes énergies","conso","1673.1","tep"
"2013","VINON-SUR-VERDON (83)","Tous secteurs","Toutes énergies","conso","6675.4","tep"
"2013","VINS-SUR-CARAMY (83)","Tous secteurs","Toutes énergies","conso","849.6","tep"
"2013","VIOLÈS (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2013","VIOLÈS (84)","Tous secteurs","Toutes énergies","conso","2595.4","tep"
"2013","VISAN (84)","Tous secteurs","Toutes énergies","conso","3245.8","tep"
"2013","VITROLLES (05)","Tous secteurs","Toutes énergies","conso","1782.1","tep"
"2013","VITROLLES (13)","Tous secteurs","Toutes énergies","conso","86039.1","tep"
"2013","VITROLLES-EN-LUBÉRON (84)","Tous secteurs","Toutes énergies","conso","1341.4","tep"
"2013","VOLONNE (04)","Tous secteurs","Toutes énergies","conso","1605.3","tep"
"2013","VOLX (04)","Tous secteurs","Toutes énergies","conso","4310.9","tep"
"2014","ABRIÈS (05)","Tous secteurs","Toutes énergies","conso","1254.9","tep"
"2014","AIGLUN (04)","Tous secteurs","Toutes énergies","conso","3237.4","tep"
"2014","AIGLUN (06)","Tous secteurs","Toutes énergies","conso","67.7","tep"
"2014","AIGUILLES (05)","Tous secteurs","Toutes énergies","conso","1808.9","tep"
"2014","AIGUINES (83)","Tous secteurs","Toutes énergies","conso","1195.9","tep"
"2014","AIX-EN-PROVENCE (13)","Tous secteurs","Toutes énergies","conso","266771.4","tep"
"2014","ALLAUCH (13)","Tous secteurs","Toutes énergies","conso","19557.4","tep"
"2014","ALLEINS (13)","Tous secteurs","Toutes énergies","conso","2917.2","tep"
"2014","ALLEMAGNE-EN-PROVENCE (04)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","ALLEMAGNE-EN-PROVENCE (04)","Tous secteurs","Toutes énergies","conso","1281.1","tep"
"2014","ALLONS (04)","Tous secteurs","Toutes énergies","conso","183.1","tep"
"2014","ALLOS (04)","Tous secteurs","Toutes énergies","conso","5940.0","tep"
"2014","ALTHEN-DES-PALUDS (84)","Tous secteurs","Toutes énergies","conso","5688.7","tep"
"2014","AMIRAT (06)","Tous secteurs","Toutes énergies","conso","79.8","tep"
"2014","AMPUS (83)","Tous secteurs","Toutes énergies","conso","1499.8","tep"
"2014","ANCELLE (05)","Tous secteurs","Toutes énergies","conso","2139.7","tep"
"2014","ANDON (06)","Tous secteurs","Toutes énergies","conso","2309.1","tep"
"2014","ANGLES (04)","Tous secteurs","Toutes énergies","conso","102.5","tep"
"2014","ANNOT (04)","Tous secteurs","Toutes énergies","conso","1504.3","tep"
"2014","ANSOUIS (84)","Tous secteurs","Toutes énergies","conso","1784.4","tep"
"2014","ANTIBES (06)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","ANTIBES (06)","Tous secteurs","Toutes énergies","conso","138499.5","tep"
"2014","APT (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","APT (84)","Tous secteurs","Toutes énergies","conso","20817.6","tep"
"2014","ARCHAIL (04)","Tous secteurs","Toutes énergies","conso","32.6","tep"
"2014","ARLES (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","ARLES (13)","Tous secteurs","Toutes énergies","conso","141525.4","tep"
"2014","ARTIGNOSC-SUR-VERDON (83)","Tous secteurs","Toutes énergies","conso","400.9","tep"
"2014","ARTIGUES (83)","Tous secteurs","Toutes énergies","conso","813.3","tep"
"2014","ARVIEUX (05)","Tous secteurs","Toutes énergies","conso","2316.0","tep"
"2014","ASCROS (06)","Tous secteurs","Toutes énergies","conso","172.1","tep"
"2014","ASPREMONT (05)","Tous secteurs","Toutes énergies","conso","1025.7","tep"
"2014","ASPREMONT (06)","Tous secteurs","Toutes énergies","conso","2898.8","tep"
"2014","ASPRES-LÈS-CORPS (05)","Tous secteurs","Toutes énergies","conso","692.4","tep"
"2014","ASPRES-SUR-BUËCH (05)","Tous secteurs","Toutes énergies","conso","2435.3","tep"
"2014","AUBAGNE (13)","Tous secteurs","Toutes énergies","conso","97659.9","tep"
"2014","AUBENAS-LES-ALPES (04)","Tous secteurs","Toutes énergies","conso","169.2","tep"
"2014","AUBESSAGNE (05)","Tous secteurs","Toutes énergies","conso","1406.2","tep"
"2014","AUBIGNAN (84)","Tous secteurs","Toutes énergies","conso","4913.4","tep"
"2014","AUBIGNOSC (04)","Tous secteurs","Toutes énergies","conso","3171.3","tep"
"2014","AUPS (83)","Tous secteurs","Toutes énergies","conso","3876.5","tep"
"2014","AUREILLE (13)","Tous secteurs","Toutes énergies","conso","1553.6","tep"
"2014","AUREL (84)","Tous secteurs","Toutes énergies","conso","350.7","tep"
"2014","AURIBEAU (84)","Tous secteurs","Toutes énergies","conso","95.9","tep"
"2014","AURIBEAU-SUR-SIAGNE (06)","Tous secteurs","Toutes énergies","conso","5269.7","tep"
"2014","AURIOL (13)","Tous secteurs","Toutes énergies","conso","16682.0","tep"
"2014","AURONS (13)","Tous secteurs","Toutes énergies","conso","663.3","tep"
"2014","AUTHON (04)","Tous secteurs","Toutes énergies","conso","761.4","tep"
"2014","AUVARE (06)","Tous secteurs","Toutes énergies","conso","63.3","tep"
"2014","AUZET (04)","Tous secteurs","Toutes énergies","conso","188.6","tep"
"2014","AVANÇON (05)","Tous secteurs","Toutes énergies","conso","1294.1","tep"
"2014","AVIGNON (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","AVIGNON (84)","Tous secteurs","Toutes énergies","conso","149330.7","tep"
"2014","BAGNOLS-EN-FORÊT (83)","Tous secteurs","Toutes énergies","conso","2999.4","tep"
"2014","BAIROLS (06)","Tous secteurs","Toutes énergies","conso","637.4","tep"
"2014","BANDOL (83)","Tous secteurs","Toutes énergies","conso","14995.2","tep"
"2014","BANON (04)","Tous secteurs","Toutes énergies","conso","2938.6","tep"
"2014","BARATIER (05)","Tous secteurs","Toutes énergies","conso","1658.5","tep"
"2014","BARBENTANE (13)","Tous secteurs","Toutes énergies","conso","5776.3","tep"
"2014","BARCELONNETTE (04)","Tous secteurs","Toutes énergies","conso","4565.1","tep"
"2014","BARCILLONNETTE (05)","Tous secteurs","Toutes énergies","conso","569.3","tep"
"2014","BARGÈME (83)","Tous secteurs","Toutes énergies","conso","276.3","tep"
"2014","BARGEMON (83)","Tous secteurs","Toutes énergies","conso","1401.5","tep"
"2014","BARJOLS (83)","Tous secteurs","Toutes énergies","conso","3472.7","tep"
"2014","BARLES (04)","Tous secteurs","Toutes énergies","conso","179.7","tep"
"2014","BARRAS (04)","Tous secteurs","Toutes énergies","conso","650.0","tep"
"2014","BARRÊME (04)","Tous secteurs","Toutes énergies","conso","1532.0","tep"
"2014","BARRET-SUR-MÉOUGE (05)","Tous secteurs","Toutes énergies","conso","271.5","tep"
"2014","BAUDINARD-SUR-VERDON (83)","Tous secteurs","Toutes énergies","conso","372.1","tep"
"2014","BAUDUEN (83)","Tous secteurs","Toutes énergies","conso","1135.4","tep"
"2014","BAYONS (04)","Tous secteurs","Toutes énergies","conso","661.3","tep"
"2014","BEAUJEU (04)","Tous secteurs","Toutes énergies","conso","462.9","tep"
"2014","BEAULIEU-SUR-MER (06)","Tous secteurs","Toutes énergies","conso","4991.2","tep"
"2014","BEAUMES-DE-VENISE (84)","Tous secteurs","Toutes énergies","conso","3017.0","tep"
"2014","BEAUMETTES (84)","Tous secteurs","Toutes énergies","conso","1289.0","tep"
"2014","BEAUMONT-DE-PERTUIS (84)","Tous secteurs","Toutes énergies","conso","2379.6","tep"
"2014","BEAUMONT-DU-VENTOUX (84)","Tous secteurs","Toutes énergies","conso","669.5","tep"
"2014","BEAURECUEIL (13)","Tous secteurs","Toutes énergies","conso","645.6","tep"
"2014","BEAUSOLEIL (06)","Tous secteurs","Toutes énergies","conso","19365.1","tep"
"2014","BEAUVEZER (04)","Tous secteurs","Toutes énergies","conso","669.8","tep"
"2014","BÉDARRIDES (84)","Tous secteurs","Toutes énergies","conso","21220.9","tep"
"2014","BÉDOIN (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","BÉDOIN (84)","Tous secteurs","Toutes énergies","conso","3747.9","tep"
"2014","BELCODÈNE (13)","Tous secteurs","Toutes énergies","conso","7759.0","tep"
"2014","BELGENTIER (83)","Tous secteurs","Toutes énergies","conso","5152.4","tep"
"2014","BELLAFFAIRE (04)","Tous secteurs","Toutes énergies","conso","279.7","tep"
"2014","BELVÉDÈRE (06)","Tous secteurs","Toutes énergies","conso","954.7","tep"
"2014","BENDEJUN (06)","Tous secteurs","Toutes énergies","conso","800.6","tep"
"2014","BERRE-LES-ALPES (06)","Tous secteurs","Toutes énergies","conso","959.5","tep"
"2014","BERRE-L'ÉTANG (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","BERRE-L'ÉTANG (13)","Tous secteurs","Toutes énergies","conso","487708.6","tep"
"2014","BESSE-SUR-ISSOLE (83)","Tous secteurs","Toutes énergies","conso","3697.3","tep"
"2014","BEUIL (06)","Tous secteurs","Toutes énergies","conso","2151.9","tep"
"2014","BEVONS (04)","Tous secteurs","Toutes énergies","conso","602.9","tep"
"2014","BEYNES (04)","Tous secteurs","Toutes énergies","conso","804.7","tep"
"2014","BÉZAUDUN-LES-ALPES (06)","Tous secteurs","Toutes énergies","conso","529.1","tep"
"2014","BIOT (06)","Tous secteurs","Toutes énergies","conso","25463.0","tep"
"2014","BLAUSASC (06)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","BLAUSASC (06)","Tous secteurs","Toutes énergies","conso","8638.7","tep"
"2014","BLAUVAC (84)","Tous secteurs","Toutes énergies","conso","539.0","tep"
"2014","BLIEUX (04)","Tous secteurs","Toutes énergies","conso","85.9","tep"
"2014","BOLLÈNE (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","BOLLÈNE (84)","Tous secteurs","Toutes énergies","conso","48395.6","tep"
"2014","BONNIEUX (84)","Tous secteurs","Toutes énergies","conso","3978.3","tep"
"2014","BONSON (06)","Tous secteurs","Toutes énergies","conso","1607.9","tep"
"2014","BORMES-LES-MIMOSAS (83)","Tous secteurs","Toutes énergies","conso","14077.5","tep"
"2014","BOUC-BEL-AIR (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","BOUC-BEL-AIR (13)","Tous secteurs","Toutes énergies","conso","51124.7","tep"
"2014","BOULBON (13)","Tous secteurs","Toutes énergies","conso","2760.8","tep"
"2014","BOUYON (06)","Tous secteurs","Toutes énergies","conso","958.1","tep"
"2014","BRANTES (84)","Tous secteurs","Toutes énergies","conso","176.9","tep"
"2014","BRAS (83)","Tous secteurs","Toutes énergies","conso","1895.6","tep"
"2014","BRAS-D'ASSE (04)","Tous secteurs","Toutes énergies","conso","839.2","tep"
"2014","BRAUX (04)","Tous secteurs","Toutes énergies","conso","175.7","tep"
"2014","BREIL-SUR-ROYA (06)","Tous secteurs","Toutes énergies","conso","3076.2","tep"
"2014","BRENON (83)","Tous secteurs","Toutes énergies","conso","74.3","tep"
"2014","BRÉZIERS (05)","Tous secteurs","Toutes énergies","conso","517.0","tep"
"2014","BRIANÇON (05)","Tous secteurs","Toutes énergies","conso","16327.4","tep"
"2014","BRIANÇONNET (06)","Tous secteurs","Toutes énergies","conso","243.7","tep"
"2014","BRIGNOLES (83)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","BRIGNOLES (83)","Tous secteurs","Toutes énergies","conso","56529.1","tep"
"2014","BRUE-AURIAC (83)","Tous secteurs","Toutes énergies","conso","1930.0","tep"
"2014","BRUNET (04)","Tous secteurs","Toutes énergies","conso","787.5","tep"
"2014","BUISSARD (05)","Tous secteurs","Toutes énergies","conso","222.0","tep"
"2014","BUISSON (84)","Tous secteurs","Toutes énergies","conso","968.3","tep"
"2014","BUOUX (84)","Tous secteurs","Toutes énergies","conso","446.8","tep"
"2014","CABANNES (13)","Tous secteurs","Toutes énergies","conso","19621.5","tep"
"2014","CABASSE (83)","Tous secteurs","Toutes énergies","conso","14344.1","tep"
"2014","CABRIÈRES-D'AIGUES (84)","Tous secteurs","Toutes énergies","conso","943.8","tep"
"2014","CABRIÈRES-D'AVIGNON (84)","Tous secteurs","Toutes énergies","conso","3125.2","tep"
"2014","CABRIÈS (13)","Tous secteurs","Toutes énergies","conso","19297.1","tep"
"2014","CABRIS (06)","Tous secteurs","Toutes énergies","conso","3193.3","tep"
"2014","CADENET (84)","Tous secteurs","Toutes énergies","conso","5582.7","tep"
"2014","CADEROUSSE (84)","Tous secteurs","Toutes énergies","conso","5505.7","tep"
"2014","CADOLIVE (13)","Tous secteurs","Toutes énergies","conso","1711.5","tep"
"2014","CAGNES-SUR-MER (06)","Tous secteurs","Toutes énergies","conso","81716.4","tep"
"2014","CAILLE (06)","Tous secteurs","Toutes énergies","conso","338.1","tep"
"2014","CAIRANNE (84)","Tous secteurs","Toutes énergies","conso","3411.7","tep"
"2014","CALLAS (83)","Tous secteurs","Toutes énergies","conso","2080.5","tep"
"2014","CALLIAN (83)","Tous secteurs","Toutes énergies","conso","5409.5","tep"
"2014","CAMARET-SUR-AIGUES (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CAMARET-SUR-AIGUES (84)","Tous secteurs","Toutes énergies","conso","5781.0","tep"
"2014","CAMPS-LA-SOURCE (83)","Tous secteurs","Toutes énergies","conso","2701.1","tep"
"2014","CANNES (06)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CANNES (06)","Tous secteurs","Toutes énergies","conso","127505.1","tep"
"2014","CANTARON (06)","Tous secteurs","Toutes énergies","conso","2091.9","tep"
"2014","CAP-D'AIL (06)","Tous secteurs","Toutes énergies","conso","11985.4","tep"
"2014","CARCÈS (83)","Tous secteurs","Toutes énergies","conso","3421.4","tep"
"2014","CARNOULES (83)","Tous secteurs","Toutes énergies","conso","7405.8","tep"
"2014","CARNOUX-EN-PROVENCE (13)","Tous secteurs","Toutes énergies","conso","5844.1","tep"
"2014","CAROMB (84)","Tous secteurs","Toutes énergies","conso","3565.9","tep"
"2014","CARPENTRAS (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CARPENTRAS (84)","Tous secteurs","Toutes énergies","conso","38822.5","tep"
"2014","CARQUEIRANNE (83)","Tous secteurs","Toutes énergies","conso","12073.7","tep"
"2014","CARROS (06)","Tous secteurs","Toutes énergies","conso","28191.7","tep"
"2014","CARRY-LE-ROUET (13)","Tous secteurs","Toutes énergies","conso","8780.9","tep"
"2014","CASENEUVE (84)","Tous secteurs","Toutes énergies","conso","702.9","tep"
"2014","CASSIS (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CASSIS (13)","Tous secteurs","Toutes énergies","conso","24040.1","tep"
"2014","CASTAGNIERS (06)","Tous secteurs","Toutes énergies","conso","5104.8","tep"
"2014","CASTELLANE (04)","Tous secteurs","Toutes énergies","conso","3839.8","tep"
"2014","CASTELLAR (06)","Tous secteurs","Toutes énergies","conso","853.2","tep"
"2014","CASTELLET (84)","Tous secteurs","Toutes énergies","conso","419.5","tep"
"2014","CASTELLET-LÈS-SAUSSES (04)","Tous secteurs","Toutes énergies","conso","425.8","tep"
"2014","CASTILLON (06)","Tous secteurs","Toutes énergies","conso","3843.4","tep"
"2014","CAUMONT-SUR-DURANCE (84)","Tous secteurs","Toutes énergies","conso","9255.5","tep"
"2014","CAUSSOLS (06)","Tous secteurs","Toutes énergies","conso","950.1","tep"
"2014","CAVAILLON (84)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CAVAILLON (84)","Tous secteurs","Toutes énergies","conso","41706.5","tep"
"2014","CAVALAIRE-SUR-MER (83)","Tous secteurs","Toutes énergies","conso","9831.3","tep"
"2014","CEILLAC (05)","Tous secteurs","Toutes énergies","conso","1153.5","tep"
"2014","CÉRESTE (04)","Tous secteurs","Toutes énergies","conso","3186.2","tep"
"2014","CERVIÈRES (05)","Tous secteurs","Toutes énergies","conso","749.2","tep"
"2014","CEYRESTE (13)","Tous secteurs","Toutes énergies","conso","5862.8","tep"
"2014","CHABESTAN (05)","Tous secteurs","Toutes énergies","conso","524.5","tep"
"2014","CHABOTTES (05)","Tous secteurs","Toutes énergies","conso","1362.5","tep"
"2014","CHAMPCELLA (05)","Tous secteurs","Toutes énergies","conso","286.0","tep"
"2014","CHAMPOLÉON (05)","Tous secteurs","Toutes énergies","conso","332.1","tep"
"2014","CHAMPTERCIER (04)","Tous secteurs","Toutes énergies","conso","1518.4","tep"
"2014","CHANOUSSE (05)","Tous secteurs","Toutes énergies","conso","214.8","tep"
"2014","CHARLEVAL (13)","Tous secteurs","Toutes énergies","conso","2252.8","tep"
"2014","CHÂTEAU-ARNOUX-SAINT-AUBAN (04)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CHÂTEAU-ARNOUX-SAINT-AUBAN (04)","Tous secteurs","Toutes énergies","conso","15660.1","tep"
"2014","CHÂTEAUDOUBLE (83)","Tous secteurs","Toutes énergies","conso","877.1","tep"
"2014","CHÂTEAUFORT (04)","Tous secteurs","Toutes énergies","conso","219.3","tep"
"2014","CHÂTEAUNEUF-DE-GADAGNE (84)","Tous secteurs","Toutes énergies","conso","5564.8","tep"
"2014","CHÂTEAUNEUF-D'ENTRAUNES (06)","Tous secteurs","Toutes énergies","conso","83.7","tep"
"2014","CHÂTEAUNEUF-D'OZE (05)","Tous secteurs","Toutes énergies","conso","277.1","tep"
"2014","CHÂTEAUNEUF-DU-PAPE (84)","Tous secteurs","Toutes énergies","conso","3212.3","tep"
"2014","CHÂTEAUNEUF-GRASSE (06)","Tous secteurs","Toutes énergies","conso","4697.0","tep"
"2014","CHÂTEAUNEUF-LE-ROUGE (13)","Tous secteurs","Toutes énergies","conso","19272.8","tep"
"2014","CHÂTEAUNEUF-LES-MARTIGUES (13)","Tous secteurs","Toutes énergies","conso","","Secret Stat"
"2014","CHÂTEAUNEUF-LES-MARTIGUES (13)","Tous secteurs","Toutes énergies","conso","42417.1","tep"
"2014","CHÂTEAUNEUF-MIRAVAIL (04)","Tous secteurs","Toutes énergies","conso","77.8","tep"
"2014","CHÂTEAUNEUF-VAL-SAINT-DONAT (04)","Tous secteurs","Toutes énergies","conso","879.9","tep"
"2014","CHÂTEAUNEUF-VILLEVIEILLE (06)","Tous secteurs","Toutes énergies","conso","1104.1","tep"
"2014","CHÂTEAUREDON (04)","Tous secteurs","Toutes énergies","conso","755.1","tep"
